Date,Invoice_ID,Customer_ID,Customer_Age_Group,Gender,State,Product_Category,Product_Name,Season,Unit_Price,Quantity_Sold,Total_Sales,Payment_Method,Sales_Channel,Promo_Code_Used,Discount_Amount,Net_Sales
10/18/2025,INV100334,CUST1891,46-60,Others,Kuala Lumpur,Accessories,Bangles,Normal,32.13,1,32.13,Credit Card,Instagram,No,0,32.13
7/2/2025,INV100335,CUST3100,26-35,Male,Sabah,Hijabs,Silk Hijab,Normal,182.02,3,546.0600000000001,E-Wallet (GrabPay),Instagram,No,0,546.0600000000001
11/12/2025,INV100336,CUST6008,26-35,Others,Sarawak,Accessories,Scarf,Normal,50.36,3,151.07999999999998,Credit Card,In-Store,No,0,151.07999999999998
5/22/2025,INV100337,CUST6889,26-35,Others,Sarawak,Footwear,Sneakers,Hari Raya,84.57,3,253.70999999999998,E-Wallet (GrabPay),Online,Yes,34.05,219.65999999999997
2/11/2025,INV100338,CUST5597,26-35,Others,Johor,Accessories,Bangles,Year End,33.76,1,33.76,Cash,Online,No,0,33.76
10/30/2025,INV100339,CUST4485,18-25,Others,Sabah,Hijabs,Printed Hijab,Normal,104.98,2,209.96,E-Wallet (TnG),Instagram,Yes,45.11,164.85000000000002
10/29/2025,INV100340,CUST5767,26-35,Female,Kuala Lumpur,Footwear,Sneakers,Normal,110.39,2,220.78,Credit Card,In-Store,No,0,220.78
3/23/2025,INV100341,CUST3935,26-35,Others,Negeri Sembilan,Accessories,Handbag,Normal,59.39,4,237.56,Credit Card,Online,No,0,237.56
7/9/2025,INV100342,CUST4834,18-25,Others,Johor,Hijabs,Cotton Hijab,Normal,89.86,4,359.44,Cash,Online,No,0,359.44
2/22/2025,INV100343,CUST9542,36-45,Others,Sabah,Hijabs,Printed Hijab,Merdeka,51.29,4,205.16,E-Wallet (TnG),Online,No,0,205.16
7/12/2025,INV100344,CUST4651,46-60,Female,Sarawak,Footwear,Sneakers,Normal,179.69,1,179.69,Credit Card,Instagram,Yes,15.35,164.34
9/21/2025,INV100345,CUST5600,26-35,Male,Penang,Bottoms,Slim Fit Jeans,Normal,128.36,1,128.36,Credit Card,Instagram,No,0,128.36
2/28/2025,INV100346,CUST8889,46-60,Female,Johor,Hijabs,Silk Hijab,Year End,170.01,1,170.01,Credit Card,Online,Yes,30.81,139.2
3/24/2025,INV100347,CUST3207,18-25,Others,Penang,Tops,Floral Blouse,Normal,66.49,2,132.98,E-Wallet (GrabPay),Online,No,0,132.98
2/13/2025,INV100348,CUST4548,46-60,Others,Negeri Sembilan,Footwear,Heels,Chinese New Year,169.47,5,847.35,Credit Card,In-Store,No,0,847.35
3/27/2025,INV100349,CUST6614,46-60,Others,Kuala Lumpur,Bottoms,Slim Fit Jeans,Normal,89.38,1,89.38,Cash,In-Store,No,0,89.38
3/18/2025,INV100350,CUST2577,26-35,Female,Selangor,Hijabs,Printed Hijab,Normal,155.43,1,155.43,E-Wallet (GrabPay),In-Store,Yes,45.36,110.07000000000001
12/14/2025,INV100351,CUST8069,46-60,Female,Selangor,Hijabs,Cotton Hijab,Chinese New Year,188.92,4,755.68,E-Wallet (GrabPay),Shopee,Yes,24.15,731.53
5/11/2025,INV100352,CUST8817,26-35,Male,Sabah,Hijabs,Printed Hijab,Hari Raya,66.4,1,66.4,Cash,Online,Yes,21.88,44.52000000000001
4/16/2025,INV100353,CUST6175,46-60,Female,Kuala Lumpur,Bottoms,Slim Fit Jeans,Year End,125.37,3,376.11,E-Wallet (GrabPay),Shopee,No,0,376.11
12/15/2025,INV100354,CUST7511,26-35,Female,Negeri Sembilan,Bottoms,Slim Fit Jeans,Merdeka,119.88,3,359.64,E-Wallet (TnG),Shopee,No,0,359.64
3/12/2025,INV100355,CUST2951,26-35,Female,Penang,Tops,Floral Blouse,Normal,111.5,3,334.5,Cash,In-Store,No,0,334.5
11/22/2025,INV100356,CUST1086,18-25,Male,Negeri Sembilan,Hijabs,Cotton Hijab,Normal,35.87,3,107.60999999999999,Credit Card,Shopee,Yes,32.41,75.19999999999999
7/16/2025,INV100357,CUST7564,36-45,Others,Selangor,Bottoms,Palazzo Pants,Normal,108.99,1,108.99,Credit Card,Shopee,Yes,6.51,102.47999999999999
11/3/2025,INV100358,CUST9364,26-35,Others,Penang,Tops,Cotton Shirt,Normal,63.07,1,63.07,Credit Card,Online,No,0,63.07
7/24/2025,INV100359,CUST6785,46-60,Female,Johor,Hijabs,Silk Hijab,Normal,152.65,1,152.65,Cash,Shopee,No,0,152.65
6/27/2025,INV100360,CUST5530,26-35,Others,Johor,Footwear,Sneakers,Normal,123.48,3,370.44,Credit Card,Instagram,Yes,30.14,340.3
9/15/2025,INV100361,CUST5821,36-45,Male,Sabah,Hijabs,Printed Hijab,Normal,65.03,4,260.12,E-Wallet (GrabPay),Instagram,Yes,39.09,221.03
8/23/2025,INV100362,CUST8548,18-25,Female,Kuala Lumpur,Accessories,Handbag,Hari Raya,134.06,2,268.12,Credit Card,Shopee,No,0,268.12
6/30/2025,INV100363,CUST9462,18-25,Others,Sabah,Bottoms,Slim Fit Jeans,Normal,36.74,3,110.22,Cash,In-Store,No,0,110.22
6/10/2025,INV100364,CUST6792,26-35,Others,Sabah,Bottoms,Palazzo Pants,Normal,142.96,2,285.92,E-Wallet (GrabPay),In-Store,Yes,38.09,247.83
5/16/2025,INV100365,CUST4387,26-35,Male,Johor,Hijabs,Cotton Hijab,Chinese New Year,160.21,1,160.21,Cash,Instagram,Yes,39.39,120.82000000000001
10/5/2025,INV100366,CUST1692,46-60,Female,Sarawak,Footwear,Sandals,Normal,176.38,4,705.52,Credit Card,Shopee,No,0,705.52
4/24/2025,INV100367,CUST3101,18-25,Others,Perak,Footwear,Sandals,New Year,110.45,4,441.8,Credit Card,Instagram,Yes,36.42,405.38
8/24/2025,INV100368,CUST6171,18-25,Male,Johor,Footwear,Sandals,New Year,78.58,5,392.9,E-Wallet (TnG),In-Store,No,0,392.9
5/2/2025,INV100369,CUST5413,46-60,Others,Sarawak,Accessories,Handbag,Hari Raya,96.31,4,385.24,E-Wallet (TnG),Shopee,No,0,385.24
5/24/2025,INV100370,CUST8384,26-35,Others,Penang,Hijabs,Printed Hijab,Chinese New Year,166.55,3,499.65000000000003,Credit Card,Instagram,No,0,499.65000000000003
4/11/2025,INV100371,CUST3389,26-35,Female,Selangor,Bottoms,Slim Fit Jeans,Hari Raya,44.2,5,221,E-Wallet (TnG),Instagram,No,0,221
5/9/2025,INV100372,CUST1781,46-60,Male,Penang,Tops,Floral Blouse,Ramadan,105.78,1,105.78,E-Wallet (GrabPay),Shopee,No,0,105.78
7/4/2025,INV100373,CUST6903,36-45,Female,Selangor,Footwear,Heels,Normal,83.2,5,416,Credit Card,In-Store,No,0,416
7/1/2025,INV100374,CUST6326,46-60,Others,Negeri Sembilan,Tops,Cotton Shirt,Normal,130.46,4,521.84,Credit Card,In-Store,No,0,521.84
8/4/2025,INV100375,CUST7631,18-25,Male,Penang,Accessories,Handbag,Ramadan,77.04,3,231.12,E-Wallet (TnG),Instagram,No,0,231.12
8/16/2025,INV100376,CUST6950,46-60,Female,Penang,Bottoms,Batik Skirt,Chinese New Year,151,3,453,Cash,In-Store,Yes,22.87,430.13
2/18/2025,INV100377,CUST2045,46-60,Others,Selangor,Tops,Cotton Shirt,Merdeka,157.7,1,157.7,Cash,Shopee,Yes,8.79,148.91
7/19/2025,INV100378,CUST6068,26-35,Male,Sabah,Footwear,Sandals,Normal,42.75,5,213.75,Credit Card,Online,Yes,34.86,178.89
6/16/2025,INV100379,CUST8801,46-60,Others,Sabah,Hijabs,Cotton Hijab,Normal,44.32,5,221.6,Credit Card,Instagram,No,0,221.6
9/26/2025,INV100380,CUST9745,36-45,Female,Negeri Sembilan,Hijabs,Silk Hijab,Normal,164.85,4,659.4,E-Wallet (TnG),Shopee,No,0,659.4
5/14/2025,INV100381,CUST3551,36-45,Male,Selangor,Hijabs,Silk Hijab,Ramadan,71.62,5,358.1,Cash,Instagram,No,0,358.1
6/3/2025,INV100382,CUST1149,46-60,Female,Johor,Tops,Linen Tunic,Normal,87.26,4,349.04,E-Wallet (GrabPay),Instagram,Yes,12.35,336.69
11/27/2025,INV100383,CUST7385,46-60,Male,Sabah,Tops,Cotton Shirt,Normal,132.56,5,662.8,E-Wallet (TnG),Shopee,No,0,662.8
7/31/2025,INV100384,CUST4080,18-25,Male,Penang,Accessories,Handbag,Normal,134.64,5,673.1999999999999,E-Wallet (GrabPay),Shopee,No,0,673.1999999999999
4/7/2025,INV100385,CUST6253,18-25,Male,Selangor,Hijabs,Silk Hijab,Chinese New Year,195.02,3,585.0600000000001,E-Wallet (TnG),In-Store,No,0,585.0600000000001
1/5/2025,INV100386,CUST4814,18-25,Male,Selangor,Footwear,Heels,Ramadan,95.64,4,382.56,E-Wallet (TnG),Instagram,Yes,19.86,362.7
3/16/2025,INV100387,CUST1918,36-45,Female,Kuala Lumpur,Hijabs,Cotton Hijab,Normal,52.69,3,158.07,E-Wallet (GrabPay),Online,Yes,48.86,109.21
5/8/2025,INV100388,CUST7304,46-60,Male,Selangor,Bottoms,Slim Fit Jeans,Year End,158.78,5,793.9,Credit Card,Instagram,No,0,793.9
12/15/2025,INV100389,CUST6113,36-45,Male,Selangor,Hijabs,Printed Hijab,New Year,65.6,3,196.79999999999998,Credit Card,Shopee,Yes,43.86,152.94
4/22/2025,INV100390,CUST2850,26-35,Others,Perak,Accessories,Handbag,Chinese New Year,162.99,5,814.95,Cash,Instagram,Yes,5.4,809.5500000000001
1/22/2025,INV100391,CUST8786,26-35,Female,Kuala Lumpur,Bottoms,Batik Skirt,Hari Raya,36.45,5,182.25,E-Wallet (TnG),Online,Yes,21,161.25
3/20/2025,INV100392,CUST9787,18-25,Male,Negeri Sembilan,Bottoms,Slim Fit Jeans,Normal,196.7,3,590.0999999999999,E-Wallet (GrabPay),In-Store,Yes,36.02,554.0799999999999
7/3/2025,INV100393,CUST3207,36-45,Male,Negeri Sembilan,Footwear,Sandals,Normal,73.05,4,292.2,Credit Card,In-Store,No,0,292.2
6/15/2025,INV100394,CUST8674,36-45,Others,Penang,Tops,Linen Tunic,Normal,47.9,3,143.7,E-Wallet (TnG),Shopee,No,0,143.7
1/1/2025,INV100395,CUST9289,46-60,Others,Penang,Tops,Linen Tunic,Ramadan,159.68,2,319.36,E-Wallet (TnG),Online,No,0,319.36
4/8/2025,INV100396,CUST9586,46-60,Others,Penang,Hijabs,Cotton Hijab,Ramadan,93.76,3,281.28000000000003,Cash,Online,Yes,6.97,274.31
3/8/2025,INV100397,CUST3926,18-25,Male,Kuala Lumpur,Footwear,Heels,Normal,37.78,5,188.9,E-Wallet (GrabPay),Instagram,No,0,188.9
1/26/2025,INV100398,CUST7002,26-35,Others,Kuala Lumpur,Tops,Floral Blouse,Year End,108.45,1,108.45,E-Wallet (GrabPay),Online,No,0,108.45
10/13/2025,INV100399,CUST7814,36-45,Others,Selangor,Hijabs,Cotton Hijab,Normal,115.22,1,115.22,E-Wallet (TnG),Online,Yes,48.23,66.99000000000001
2/19/2025,INV100400,CUST2658,26-35,Others,Perak,Bottoms,Batik Skirt,Merdeka,138.24,5,691.2,Credit Card,Instagram,Yes,39.48,651.72
10/23/2025,INV100401,CUST6864,46-60,Others,Perak,Tops,Floral Blouse,Normal,162.64,5,813.1999999999999,E-Wallet (GrabPay),Shopee,Yes,29.03,784.17
11/4/2025,INV100402,CUST8258,36-45,Female,Sarawak,Accessories,Scarf,Normal,157.55,4,630.2,E-Wallet (TnG),In-Store,Yes,21.88,608.32
10/9/2025,INV100403,CUST5162,36-45,Female,Negeri Sembilan,Footwear,Heels,Normal,150.74,3,452.22,Cash,In-Store,No,0,452.22
1/4/2025,INV100404,CUST5920,26-35,Male,Sarawak,Tops,Linen Tunic,Ramadan,185.44,5,927.2,Credit Card,Online,Yes,25.72,901.48
3/21/2025,INV100405,CUST3267,36-45,Female,Johor,Bottoms,Slim Fit Jeans,Normal,165.99,1,165.99,E-Wallet (GrabPay),In-Store,Yes,37.56,128.43
9/5/2025,INV100406,CUST3832,46-60,Others,Kuala Lumpur,Hijabs,Printed Hijab,Normal,74.07,5,370.34999999999997,E-Wallet (GrabPay),Online,Yes,46.48,323.86999999999995
6/21/2025,INV100407,CUST6700,46-60,Female,Kuala Lumpur,Bottoms,Palazzo Pants,Normal,137.5,5,687.5,Cash,Instagram,Yes,18.72,668.78
1/22/2025,INV100408,CUST6231,26-35,Female,Johor,Bottoms,Batik Skirt,Year End,151.68,4,606.72,E-Wallet (GrabPay),Online,Yes,24.44,582.28
7/21/2025,INV100409,CUST3425,26-35,Female,Kuala Lumpur,Footwear,Sandals,Normal,154.16,5,770.8,E-Wallet (GrabPay),Shopee,Yes,22.93,747.87
8/11/2025,INV100410,CUST3136,26-35,Female,Johor,Footwear,Sneakers,Year End,122.84,5,614.2,Credit Card,In-Store,Yes,16.98,597.22
8/9/2025,INV100411,CUST6298,18-25,Male,Perak,Footwear,Sneakers,Ramadan,54.29,3,162.87,Cash,Shopee,Yes,49.44,113.43
11/12/2025,INV100412,CUST8245,26-35,Female,Selangor,Bottoms,Batik Skirt,Normal,143.36,2,286.72,Cash,Online,Yes,15.94,270.78000000000003
11/14/2025,INV100413,CUST3419,36-45,Male,Sarawak,Tops,Cotton Shirt,Normal,101.01,1,101.01,E-Wallet (TnG),In-Store,Yes,14.17,86.84
9/25/2025,INV100414,CUST5237,46-60,Others,Penang,Tops,Cotton Shirt,Normal,124.94,5,624.7,Cash,Shopee,Yes,7.7,617
4/13/2025,INV100415,CUST5444,18-25,Female,Selangor,Tops,Cotton Shirt,Year End,68.84,3,206.52,Cash,Online,No,0,206.52
11/29/2025,INV100416,CUST7332,26-35,Female,Kuala Lumpur,Accessories,Scarf,Normal,176.02,5,880.1,Cash,In-Store,Yes,27.53,852.57
8/23/2025,INV100417,CUST1352,18-25,Male,Sabah,Accessories,Scarf,Hari Raya,153.99,1,153.99,E-Wallet (TnG),Shopee,No,0,153.99
11/17/2025,INV100418,CUST5953,26-35,Others,Sabah,Tops,Linen Tunic,Normal,66.38,4,265.52,Cash,Shopee,Yes,11.83,253.68999999999997
7/21/2025,INV100419,CUST3248,18-25,Others,Perak,Hijabs,Printed Hijab,Normal,130.24,2,260.48,E-Wallet (GrabPay),In-Store,Yes,24.19,236.29000000000002
6/9/2025,INV100420,CUST6395,46-60,Others,Penang,Bottoms,Palazzo Pants,Normal,44.94,5,224.7,Credit Card,In-Store,No,0,224.7
12/19/2025,INV100421,CUST9582,26-35,Female,Penang,Hijabs,Silk Hijab,Ramadan,32.21,5,161.05,Cash,In-Store,No,0,161.05
3/16/2025,INV100422,CUST1483,36-45,Female,Perak,Accessories,Scarf,Normal,154.21,3,462.63,Credit Card,In-Store,Yes,10.92,451.71
1/14/2025,INV100423,CUST5372,26-35,Others,Johor,Bottoms,Palazzo Pants,New Year,84.67,4,338.68,Credit Card,Instagram,No,0,338.68
4/5/2025,INV100424,CUST7348,46-60,Female,Penang,Bottoms,Batik Skirt,Chinese New Year,25.8,1,25.8,E-Wallet (TnG),Instagram,Yes,38.41,-12.61
4/14/2025,INV100425,CUST4351,18-25,Male,Negeri Sembilan,Hijabs,Cotton Hijab,Year End,78.48,4,313.92,Credit Card,Instagram,No,0,313.92
1/22/2025,INV100426,CUST7232,36-45,Female,Selangor,Hijabs,Silk Hijab,Hari Raya,102.24,1,102.24,Credit Card,Instagram,Yes,30.1,72.13999999999999
9/22/2025,INV100427,CUST1807,26-35,Female,Negeri Sembilan,Footwear,Sneakers,Normal,159.26,3,477.78,E-Wallet (GrabPay),In-Store,No,0,477.78
5/31/2025,INV100428,CUST1893,26-35,Female,Negeri Sembilan,Tops,Linen Tunic,Merdeka,40.37,5,201.85,Credit Card,Instagram,No,0,201.85
6/15/2025,INV100429,CUST8387,18-25,Male,Negeri Sembilan,Hijabs,Printed Hijab,Normal,181.24,4,724.96,Cash,Shopee,No,0,724.96
12/21/2025,INV100430,CUST3686,18-25,Male,Kuala Lumpur,Footwear,Sandals,Ramadan,35.36,4,141.44,Credit Card,Instagram,No,0,141.44
1/23/2025,INV100431,CUST3799,36-45,Others,Penang,Bottoms,Batik Skirt,Chinese New Year,158.45,1,158.45,E-Wallet (GrabPay),Shopee,No,0,158.45
8/17/2025,INV100432,CUST5731,26-35,Male,Penang,Bottoms,Batik Skirt,Merdeka,157.77,1,157.77,E-Wallet (GrabPay),Instagram,No,0,157.77
10/6/2025,INV100433,CUST1094,46-60,Male,Johor,Hijabs,Printed Hijab,Normal,105.63,4,422.52,E-Wallet (GrabPay),Online,Yes,16.01,406.51
10/8/2025,INV100434,CUST5556,26-35,Male,Penang,Bottoms,Batik Skirt,Normal,137.59,1,137.59,Credit Card,Online,No,0,137.59
6/19/2025,INV100435,CUST2436,18-25,Male,Perak,Bottoms,Batik Skirt,Normal,140.98,5,704.9,Credit Card,Instagram,No,0,704.9
1/19/2025,INV100436,CUST2525,36-45,Female,Sarawak,Footwear,Heels,Hari Raya,171.8,1,171.8,E-Wallet (TnG),Instagram,Yes,10.49,161.31
5/21/2025,INV100437,CUST6393,46-60,Others,Johor,Bottoms,Palazzo Pants,New Year,39.67,5,198.35000000000002,Cash,Instagram,No,0,198.35000000000002
8/7/2025,INV100438,CUST6185,36-45,Others,Sarawak,Bottoms,Palazzo Pants,Merdeka,109.35,4,437.4,E-Wallet (GrabPay),In-Store,Yes,36.89,400.51
4/10/2025,INV100439,CUST1025,18-25,Male,Negeri Sembilan,Tops,Linen Tunic,Chinese New Year,163.92,4,655.68,E-Wallet (GrabPay),Online,No,0,655.68
6/29/2025,INV100440,CUST4478,18-25,Others,Johor,Accessories,Scarf,Normal,162.24,3,486.72,E-Wallet (TnG),Shopee,Yes,10.12,476.6
6/20/2025,INV100441,CUST6592,46-60,Others,Selangor,Bottoms,Batik Skirt,Normal,79.49,3,238.46999999999997,E-Wallet (GrabPay),Instagram,Yes,34.05,204.41999999999996
9/4/2025,INV100442,CUST3545,46-60,Others,Sarawak,Footwear,Sneakers,Normal,187,1,187,E-Wallet (TnG),Shopee,Yes,14.37,172.63
12/17/2025,INV100443,CUST6434,36-45,Male,Penang,Accessories,Handbag,Ramadan,197.05,5,985.25,Credit Card,Instagram,Yes,31.78,953.47
6/7/2025,INV100444,CUST6152,18-25,Female,Perak,Tops,Cotton Shirt,Normal,177.87,3,533.61,E-Wallet (GrabPay),Shopee,Yes,28.63,504.98
3/31/2025,INV100445,CUST2838,36-45,Male,Johor,Tops,Cotton Shirt,Normal,111.08,4,444.32,Credit Card,In-Store,No,0,444.32
9/5/2025,INV100446,CUST9579,36-45,Female,Penang,Tops,Linen Tunic,Normal,141.81,2,283.62,Credit Card,Online,No,0,283.62
7/18/2025,INV100447,CUST9558,18-25,Male,Sabah,Tops,Linen Tunic,Normal,172.66,1,172.66,E-Wallet (TnG),Instagram,Yes,9.64,163.01999999999998
12/4/2025,INV100448,CUST6119,18-25,Others,Sabah,Bottoms,Slim Fit Jeans,Chinese New Year,54.66,3,163.98,E-Wallet (TnG),Instagram,Yes,17.27,146.70999999999998
3/22/2025,INV100449,CUST5483,18-25,Male,Kuala Lumpur,Bottoms,Palazzo Pants,Normal,83.06,3,249.18,E-Wallet (TnG),In-Store,No,0,249.18
10/21/2025,INV100450,CUST5011,26-35,Male,Sabah,Hijabs,Cotton Hijab,Normal,117.3,1,117.3,Credit Card,Online,No,0,117.3
12/12/2025,INV100451,CUST1826,18-25,Female,Selangor,Tops,Cotton Shirt,Hari Raya,52.22,5,261.1,E-Wallet (GrabPay),Shopee,No,0,261.1
6/20/2025,INV100452,CUST4246,18-25,Female,Penang,Tops,Linen Tunic,Normal,104.29,4,417.16,E-Wallet (TnG),Instagram,No,0,417.16
4/29/2025,INV100453,CUST4666,26-35,Others,Sabah,Accessories,Scarf,Chinese New Year,145.93,3,437.79,E-Wallet (TnG),Instagram,No,0,437.79
1/16/2025,INV100454,CUST2070,46-60,Male,Sarawak,Footwear,Sneakers,Chinese New Year,70.81,3,212.43,Credit Card,Online,No,0,212.43
2/24/2025,INV100455,CUST6339,18-25,Female,Negeri Sembilan,Footwear,Sandals,Hari Raya,62.94,2,125.88,Credit Card,Instagram,No,0,125.88
2/3/2025,INV100456,CUST6582,26-35,Others,Perak,Footwear,Sandals,Ramadan,118.01,2,236.02,Credit Card,Online,No,0,236.02
2/28/2025,INV100457,CUST8584,36-45,Others,Kuala Lumpur,Footwear,Heels,Ramadan,192.06,1,192.06,Cash,Instagram,No,0,192.06
9/11/2025,INV100458,CUST2007,18-25,Male,Penang,Hijabs,Printed Hijab,Normal,165.77,2,331.54,Credit Card,Instagram,No,0,331.54
7/19/2025,INV100459,CUST8326,26-35,Male,Sarawak,Accessories,Bangles,Normal,162.98,3,488.93999999999994,E-Wallet (GrabPay),Shopee,Yes,31.22,457.7199999999999
11/10/2025,INV100460,CUST9362,46-60,Male,Sabah,Tops,Cotton Shirt,Normal,182.19,1,182.19,Cash,Shopee,Yes,43.76,138.43
1/16/2025,INV100461,CUST4854,46-60,Others,Perak,Accessories,Bangles,Hari Raya,93.09,4,372.36,Credit Card,In-Store,No,0,372.36
3/13/2025,INV100462,CUST4083,46-60,Female,Perak,Bottoms,Slim Fit Jeans,Normal,199.54,2,399.08,Credit Card,Online,Yes,34.18,364.9
3/15/2025,INV100463,CUST8974,46-60,Male,Kuala Lumpur,Bottoms,Palazzo Pants,Normal,165.07,4,660.28,E-Wallet (GrabPay),In-Store,No,0,660.28
9/18/2025,INV100464,CUST7948,46-60,Female,Sarawak,Bottoms,Batik Skirt,Normal,96.46,1,96.46,E-Wallet (GrabPay),In-Store,No,0,96.46
7/30/2025,INV100465,CUST9948,36-45,Male,Selangor,Hijabs,Cotton Hijab,Normal,146.88,1,146.88,E-Wallet (GrabPay),Online,Yes,37.86,109.02
9/27/2025,INV100466,CUST5578,46-60,Others,Kuala Lumpur,Hijabs,Printed Hijab,Normal,35.92,4,143.68,Cash,Shopee,Yes,45.66,98.02000000000001
10/1/2025,INV100467,CUST1176,46-60,Female,Negeri Sembilan,Hijabs,Printed Hijab,Normal,79.67,3,239.01,E-Wallet (TnG),Shopee,Yes,6.59,232.42
11/2/2025,INV100468,CUST5981,36-45,Male,Negeri Sembilan,Hijabs,Silk Hijab,Normal,123.11,3,369.33,Cash,Shopee,No,0,369.33
2/12/2025,INV100469,CUST3077,18-25,Female,Sabah,Bottoms,Palazzo Pants,Ramadan,69.54,3,208.62,Cash,Online,Yes,45.96,162.66
3/19/2025,INV100470,CUST8317,36-45,Male,Sabah,Bottoms,Slim Fit Jeans,Normal,52.55,5,262.75,Cash,Shopee,Yes,48.53,214.22
11/1/2025,INV100471,CUST3525,46-60,Female,Perak,Bottoms,Palazzo Pants,Normal,99.23,2,198.46,Credit Card,Shopee,Yes,33.9,164.56
3/1/2025,INV100472,CUST1860,26-35,Female,Perak,Footwear,Sneakers,Normal,105.73,5,528.65,Credit Card,Instagram,No,0,528.65
8/31/2025,INV100473,CUST5302,26-35,Others,Perak,Tops,Cotton Shirt,Hari Raya,88.76,3,266.28000000000003,Cash,Online,No,0,266.28000000000003
8/10/2025,INV100474,CUST5466,36-45,Female,Sabah,Tops,Cotton Shirt,Year End,125.15,4,500.6,Credit Card,In-Store,No,0,500.6
12/13/2025,INV100475,CUST3947,36-45,Others,Selangor,Tops,Floral Blouse,New Year,94.02,5,470.09999999999997,Cash,Instagram,No,0,470.09999999999997
4/23/2025,INV100476,CUST5641,36-45,Male,Selangor,Tops,Linen Tunic,New Year,30.24,5,151.2,Credit Card,Online,Yes,8.89,142.31
11/6/2025,INV100477,CUST3128,46-60,Others,Penang,Tops,Linen Tunic,Normal,53.17,3,159.51,E-Wallet (GrabPay),Online,No,0,159.51
5/22/2025,INV100478,CUST7995,36-45,Female,Penang,Tops,Cotton Shirt,New Year,88.9,3,266.70000000000005,Cash,Shopee,No,0,266.70000000000005
4/2/2025,INV100479,CUST8218,18-25,Female,Johor,Hijabs,Cotton Hijab,Chinese New Year,136.19,1,136.19,Credit Card,Instagram,Yes,32.63,103.56
2/24/2025,INV100480,CUST8234,36-45,Male,Selangor,Tops,Floral Blouse,Merdeka,150.96,4,603.84,Cash,Instagram,Yes,34.38,569.46
1/1/2025,INV100481,CUST1619,46-60,Female,Penang,Accessories,Scarf,Merdeka,20.67,4,82.68,E-Wallet (GrabPay),Instagram,No,0,82.68
2/5/2025,INV100482,CUST9849,26-35,Male,Perak,Footwear,Heels,Merdeka,116.35,3,349.04999999999995,E-Wallet (TnG),Shopee,No,0,349.04999999999995
1/29/2025,INV100483,CUST2485,36-45,Others,Sarawak,Tops,Cotton Shirt,Ramadan,136.6,2,273.2,Cash,Instagram,Yes,18.45,254.75
7/19/2025,INV100484,CUST2749,36-45,Female,Kuala Lumpur,Footwear,Sandals,Normal,54.1,1,54.1,Credit Card,Online,Yes,27.02,27.080000000000002
2/2/2025,INV100485,CUST9856,36-45,Female,Negeri Sembilan,Tops,Floral Blouse,Ramadan,30.09,1,30.09,E-Wallet (GrabPay),Online,Yes,41.32,-11.23
12/8/2025,INV100486,CUST9570,46-60,Others,Penang,Hijabs,Silk Hijab,New Year,26.64,2,53.28,E-Wallet (GrabPay),Online,No,0,53.28
11/13/2025,INV100487,CUST1750,26-35,Others,Penang,Tops,Floral Blouse,Normal,133.88,3,401.64,Cash,Instagram,Yes,42.59,359.04999999999995
2/2/2025,INV100488,CUST2742,18-25,Female,Johor,Tops,Floral Blouse,Hari Raya,80.72,4,322.88,E-Wallet (TnG),Online,Yes,19.47,303.40999999999997
4/20/2025,INV100489,CUST1746,26-35,Female,Kuala Lumpur,Tops,Cotton Shirt,Chinese New Year,156.36,2,312.72,E-Wallet (TnG),In-Store,No,0,312.72
5/5/2025,INV100490,CUST1666,26-35,Male,Perak,Bottoms,Batik Skirt,Hari Raya,34.53,1,34.53,Credit Card,Online,No,0,34.53
8/2/2025,INV100491,CUST8798,26-35,Male,Penang,Accessories,Bangles,Hari Raya,94.17,2,188.34,Cash,In-Store,No,0,188.34
11/10/2025,INV100492,CUST2442,36-45,Female,Perak,Tops,Linen Tunic,Normal,62.42,1,62.42,Cash,Shopee,Yes,25.89,36.53
11/17/2025,INV100493,CUST4409,36-45,Male,Johor,Tops,Floral Blouse,Normal,143.34,4,573.36,E-Wallet (GrabPay),In-Store,Yes,35.16,538.2
1/23/2025,INV100494,CUST1885,36-45,Female,Johor,Footwear,Sneakers,Ramadan,131.03,4,524.12,Cash,Online,Yes,46.62,477.5
4/1/2025,INV100495,CUST3589,18-25,Female,Kuala Lumpur,Tops,Floral Blouse,Year End,100.07,5,500.34999999999997,E-Wallet (TnG),Instagram,Yes,38.62,461.72999999999996
6/16/2025,INV100496,CUST4769,18-25,Female,Johor,Tops,Floral Blouse,Normal,152.79,2,305.58,E-Wallet (GrabPay),In-Store,Yes,26.19,279.39
9/6/2025,INV100497,CUST1890,46-60,Male,Johor,Hijabs,Cotton Hijab,Normal,52.05,3,156.14999999999998,Credit Card,Instagram,Yes,33.44,122.70999999999998
5/19/2025,INV100498,CUST4313,36-45,Male,Selangor,Hijabs,Silk Hijab,Ramadan,44.57,4,178.28,E-Wallet (GrabPay),Instagram,Yes,39.22,139.06
4/23/2025,INV100499,CUST5835,26-35,Others,Penang,Hijabs,Printed Hijab,Chinese New Year,35.57,5,177.85,E-Wallet (GrabPay),In-Store,No,0,177.85
8/25/2025,INV100500,CUST5573,18-25,Others,Perak,Bottoms,Batik Skirt,Ramadan,98.16,2,196.32,Credit Card,Online,No,0,196.32
1/23/2025,INV100501,CUST1656,46-60,Others,Selangor,Footwear,Sandals,Hari Raya,106.27,1,106.27,E-Wallet (GrabPay),Instagram,Yes,8.74,97.53
